date,activity,calories,distance,intensity,total_time
2018-03-25T00:19:06.171Z,Walking,114.09182739257812,1217.5392626523972,Active,1276.338
2017-12-13T00:37:54.716Z,Walking,95.52320861816406,422.2376403808594,Active,1068.612
2018-11-03T15:33:03.769Z,Walking,93.92001342773438,366.2312545776367,Active,1103.886
2019-10-01T19:19:27.596Z,Walking,7.731843948364258,66.47256326675415,Active,90.876
2019-10-01T19:21:51.528Z,Walking,16.039602279663086,56.643333435058594,Active,188.521
2019-10-01T19:26:44.793Z,Walking,92.64012908935547,1208.9902391433716,Active,1088.843
2019-10-09T18:14:03.015Z,Walking,10.806914016604424,0.0,Active,566.948
2019-10-09T18:23:29.963Z,Walking,30.474660873413086,365.38541412353516,Active,358.183
2019-10-09T18:29:28.146Z,Walking,2.996907949447632,33.398292541503906,Active,35.224066158
2019-10-09T18:32:13.064Z,Walking,9.587126731872559,72.63954544067383,Active,112.682
2019-10-09T18:34:05.746Z,Walking,0.3909839391708374,5.518834114074707,Active,4.595418054
2019-10-09T18:36:55.703Z,Walking,35.94784927368164,378.0112314224243,Active,422.512
2016-01-28T13:23:42.869Z,Walking,,,Active,4.066
2016-01-28T13:23:50.105Z,Walking,0.0,410.3952889442444,Active,448.523
2016-01-28T13:32:23.120Z,Walking,0.0,336.4676628112793,Active,400.936492
2016-01-28T13:38:22.944Z,Walking,0.0,184.85546588897705,Active,142.737
2016-01-28T13:42:09.970Z,Walking,0.0,212.64858293533325,Active,203.636
2016-01-28T13:45:33.606Z,Walking,0.0,15.288662910461426,Active,25.98
2016-01-28T13:45:59.586Z,Walking,0.0,36.207298278808594,Active,61.527
2016-07-06T22:52:55.361Z,Walking,0.0,832.3472881317139,Active,922.578
2016-07-06T23:08:17.939Z,Walking,0.0,53.652713775634766,Active,89.492
2018-02-08T21:33:20.188Z,Walking,135.3246307373047,108.58276319503784,Active,1513.868
2017-09-14T20:09:42.194Z,Walking,215.4686737060547,0.0,Active,2796.277
2017-12-17T18:39:00.000Z,Running,254.05575561523438,545.0,Active,1440.0
2017-11-29T15:48:00.000Z,Running,392.3750305175781,200.0,Active,2580.0
2018-01-26T22:32:00.000Z,Walking,14.0,389.0,Active,240.0
2018-02-05T17:01:00.000Z,Running,148.19918823242188,95.0,Active,840.0
2018-01-12T12:30:00.000Z,Walking,26.816993713378906,66.0,Active,300.0
2018-02-26T12:44:56.123Z,Walking,87.33204650878906,766.5597195625305,Active,976.978
2018-11-15T01:59:08.621Z,Walking,115.89505767822266,1071.0905724465847,Active,1362.169
2017-11-10T02:52:41.415Z,Walking,95.35649108886719,0.0,Active,1237.503
2015-10-25T19:10:11.346Z,Walking,0.0,158.0,Active,603.484
2015-10-25T19:21:54.484Z,Walking,0.0,157.0,Active,481.712
2015-10-25T19:33:58.455Z,Walking,0.0,90.84596252441406,Active,121.182
2018-01-08T13:29:00.000Z,Walking,18.0,442.00003242492676,Active,360.0
2017-12-07T12:28:00.000Z,Walking,18.49333381652832,35.0,Active,240.0
2018-02-01T21:39:00.000Z,Walking,14.0,419.00003242492676,Active,240.0
2014-11-14T21:46:21.787Z,Walking,,,Active,1332.295
2019-09-17T11:33:27.945Z,Biking,189.16867065429688,6257.528843402863,Active,2112.219
2017-12-08T10:56:00.000Z,Running,155.125,60.0,Active,1020.0
2019-01-16T17:07:10.812Z,Walking,114.19385528564453,777.7337884902954,Active,1342.174
2017-12-21T01:15:11.942Z,Walking,253.94093322753906,0.0,Active,2840.821
2019-09-03T22:03:52.444Z,Biking,158.05751037597656,5068.836236953735,Active,1764.838
2018-11-25T14:11:51.037Z,Walking,292.4061584472656,1620.1151843070984,Active,3436.787
2018-05-28T23:15:50.968Z,Walking,108.69509887695312,329.38505935668945,Active,1215.965
2019-07-27T14:05:22.901Z,Biking,84.07819366455078,2642.241653442383,Active,938.8
2017-10-26T22:51:54.591Z,Biking,150.59762573242188,7589.04621887207,Active,1856.683
2018-07-03T11:31:59.847Z,Biking,216.4033660888672,6696.256587028503,Active,2299.846
2018-01-27T23:55:00.000Z,Walking,80.45098876953125,95.0,Active,900.0
2019-03-17T00:12:15.433Z,Walking,39.978492736816406,175.02693498134613,Active,469.886
2019-03-17T00:22:09.181Z,Walking,48.612281799316406,234.19556427001953,Active,571.363
2015-07-17T17:33:03.079Z,Walking,0.0,1169.0,Active,1625.359
2016-03-01T21:11:47.886Z,Walking,,,Active,6.746
2016-03-01T21:11:54.632Z,Walking,,,Active,1033.553
2016-03-01T21:30:10.833Z,Walking,,,Active,33.191
2016-02-27T22:44:02.295Z,Walking,0.0,1400.0,Active,1304.391
2019-05-05T03:37:52.216Z,Walking,333.9302520751953,3751.043655395508,Active,3924.839
2015-05-14T21:50:04.014Z,Walking,0.0,906.0,Active,1192.243
2018-01-11T23:12:00.000Z,Walking,42.907196044921875,380.0000114440918,Active,480.0
2018-02-16T19:04:00.000Z,Walking,112.63137817382812,65.0,Active,1260.0
2019-04-01T12:46:05.103Z,Walking,147.10386657714844,1383.5828371047974,Active,1728.981
2018-03-10T19:30:28.288Z,Walking,734.1044960636646,0.0,Active,37722.391
2018-03-11T05:59:10.679Z,Walking,85.57115173339844,743.1972088813782,Active,957.279
2017-09-15T22:47:03.908Z,Walking,5.259530633687973,0.0,Active,251.733
2017-09-15T22:51:15.641Z,Walking,169.62709045410156,1661.1611938476562,Active,2201.361
2017-09-15T23:30:00.655Z,Walking,53.13257598876953,0.0,Active,689.536
2018-10-22T12:39:42.644Z,Walking,24.779747009277344,258.77262711524963,Active,291.248
2018-10-22T12:45:51.752Z,Walking,57.56240463256836,363.96229362487793,Active,676.558
2018-03-13T13:00:00.000Z,Walking,117.99478149414062,124.0,Active,1320.0
2018-10-07T14:00:08.194Z,Walking,203.55111694335938,963.2006878852844,Active,2392.432
2018-11-03T22:20:58.252Z,Walking,99.04861450195312,242.59594345092773,Active,1164.165
2015-05-24T16:47:02.651Z,Walking,0.0,0.0,Active,490.987
2017-12-03T17:47:43.956Z,Walking,139.33486938476562,0.0,Active,1808.239
2017-12-03T18:20:50.816Z,Walking,2.799659252166748,0.0,Active,36.333
2017-12-03T18:21:27.149Z,Walking,49.136322021484375,0.0,Active,637.674
2018-11-14T13:40:22.853Z,Walking,81.59215545654297,480.2090129852295,Active,958.991
2018-04-05T22:34:53.544Z,Walking,85.08415985107422,332.45123767852783,Active,951.831
2019-01-29T22:08:15.352Z,Walking,109.08617401123047,1336.4550819396973,Active,1282.141
2017-12-11T00:04:00.000Z,Walking,50.856666564941406,452.0,Active,660.0
2019-01-11T12:52:37.422Z,Walking,5.673084318637848,5.656855583190918,Active,273.894
2019-01-11T12:57:11.316Z,Walking,197.24403381347656,1410.4089760780334,Active,2318.302
2018-03-31T20:32:47.671Z,Walking,405.11029052734375,5465.602807212621,Active,4531.943
2019-03-30T01:29:24.631Z,Walking,146.58981323242188,2019.6282016038895,Active,1722.939
2019-03-30T02:01:00.582Z,Walking,28.387020111083984,467.81723737716675,Active,333.646
2019-01-12T18:10:24.041Z,Walking,12.76371955871582,0.0,Active,150.018
2019-01-12T18:12:54.059Z,Walking,9.932155132293701,62.4166374206543,Active,242.471
2019-01-12T18:16:56.530Z,Walking,28.005685806274414,298.1728504896164,Active,329.164
2019-01-12T18:25:09.400Z,Walking,178.12220764160156,825.8356533050537,Active,2093.554
2019-01-12T19:00:02.954Z,Walking,2.620312988758087,6.061036586761475,Active,103.213
2019-01-12T19:01:46.167Z,Walking,13.62474250793457,97.2971420288086,Active,160.138
2019-01-12T19:04:26.305Z,Walking,2.0861690044403076,14.897772789001465,Active,24.519726897
2015-05-16T21:36:25.213Z,Walking,0.0,0.0,Active,122.044
2015-05-16T21:54:53.959Z,Walking,0.0,128.0,Active,110.595
2015-05-16T22:10:22.124Z,Walking,0.0,0.0,Active,60.16
2019-07-06T16:24:49.848Z,Walking,128.5498809814453,1504.155661702156,Active,1510.907
2019-07-06T16:50:00.755Z,Walking,4.671334266662598,40.52775955200195,Active,54.90438752
2018-03-10T15:12:44.388Z,Walking,267.2036437988281,1108.1528924107552,Active,2989.19
2017-11-13T23:58:15.063Z,Walking,83.89608764648438,0.0,Active,1088.774
2018-06-25T11:11:56.530Z,Biking,196.43704223632812,6668.626420497894,Active,2087.652
2018-04-21T21:09:02.823Z,Walking,1.80657160282135,16.318796157836914,Active,20.21
2018-04-21T21:09:23.033Z,Walking,40.986026763916016,298.65131998062134,Active,458.508
2018-04-21T21:17:01.541Z,Running,111.50682067871094,827.5141854286194,Active,632.026
2018-04-21T21:27:33.567Z,Walking,58.544090270996094,906.9801604747772,Active,654.929
2018-04-21T21:38:28.496Z,Walking,1.9561210870742798,13.808212280273438,Active,21.883
2015-05-09T19:45:12.806Z,Walking,0.0,631.0,Active,935.093
2015-05-09T20:02:50.302Z,Walking,0.0,431.0,Active,679.496
2018-02-17T01:53:00.000Z,Running,179.95616149902344,565.0,Active,1020.0
2017-12-15T00:58:00.000Z,Walking,49.0,1423.999665260315,Active,960.0
2017-12-27T17:43:00.000Z,Walking,26.816993713378906,120.0,Active,300.0
2018-08-02T14:44:50.908Z,Walking,2.343192458152771,12.576750755310059,Active,77.491
2018-08-02T14:46:08.399Z,Walking,85.14591979980469,533.6706714630127,Active,952.522
2017-12-29T13:02:00.000Z,Walking,42.907196044921875,291.0,Active,480.0
2018-05-24T23:15:49.061Z,Walking,84.1089096069336,646.9813060760498,Active,940.921
2018-02-15T17:31:39.902Z,Walking,84.16254425048828,518.7154479622841,Active,941.521
2018-03-02T00:14:42.774Z,Walking,109.18852996826172,877.8459187150002,Active,1221.485
2019-09-22T16:11:14.782Z,Walking,65.26795959472656,375.46534538269043,Active,767.125
2019-09-22T16:25:02.754Z,Walking,5.223903656005859,32.684054255485535,Active,61.399
2019-09-22T16:26:04.153Z,Walking,11.892982959747314,63.83096122741699,Active,181.85
2019-09-22T16:29:06.003Z,Walking,25.574403762817383,151.42838776111603,Active,300.588
2018-01-26T16:10:00.000Z,Running,222.2987823486328,202.0,Active,1260.0
2018-01-18T16:28:00.000Z,Walking,42.907196044921875,237.9999942779541,Active,480.0
2015-04-25T12:46:36.037Z,Walking,0.0,1816.0,Active,16920.029
2015-04-25T12:46:36.037Z,Walking,0.0,1816.0,Active,16920.029
2018-03-09T17:48:00.000Z,Walking,32.18039321899414,185.0,Active,360.0
2019-01-20T16:17:19.220Z,Biking,104.7041244506836,30.36885356903076,Active,1169.105
2017-12-13T23:14:00.000Z,Running,63.513938903808594,150.0,Active,360.0
2015-06-07T00:46:18.668Z,Walking,,,Active,1243.225
2018-09-07T23:34:16.215Z,Walking,109.74410247802734,475.1565136909485,Active,1289.874
2017-10-10T11:23:16.452Z,Biking,150.4012451171875,6996.532506942749,Active,1854.262
2015-05-17T18:27:39.013Z,Walking,0.0,0.0,Active,722.641
2018-02-27T23:00:22.562Z,Walking,33.22661590576172,432.29847288131714,Active,371.704
2018-02-27T23:06:34.266Z,Running,60.92873764038086,605.7981796264648,Active,345.347
2018-02-27T23:12:19.613Z,Walking,173.96556091308594,3014.2404725551605,Active,1861.852
2018-04-13T14:20:57.081Z,Walking,144.56808471679688,911.2539689540863,Active,1617.274
2019-04-27T00:12:55.281Z,Walking,82.80431365966797,697.9244017601013,Active,973.238
2015-09-14T00:46:16.765Z,Walking,,,Active,1310.819
2015-10-16T22:27:09.023Z,Walking,0.0,1473.0,Active,1175.828
2017-12-10T17:08:00.000Z,Walking,76.86892700195312,129.0216064453125,Active,1707.746
2018-09-19T23:19:15.530Z,Walking,80.19818878173828,670.8319311141968,Active,942.607
2018-09-19T23:35:18.820Z,Walking,38.6651725769043,0.0,Active,454.45
2018-02-01T12:43:00.000Z,Walking,53.63398742675781,567.1005663871765,Active,600.0
2018-05-05T15:50:19.795Z,Walking,28.209402084350586,108.56956481933594,Active,1102.217
2018-05-05T16:08:42.012Z,Walking,94.03915405273438,707.0379508733749,Active,1052.01
2017-12-29T01:07:00.000Z,Running,190.5418243408203,188.0,Active,1080.0
2016-03-17T00:58:45.460Z,Walking,0.0,27.924915313720703,Active,18.734128
2016-03-17T00:59:04.195Z,Walking,0.0,468.07508850097656,Active,783.662
2016-03-17T01:15:43.589Z,Walking,0.0,0.0,Active,60.965
2017-12-10T23:59:00.000Z,Walking,17.0,436.0,Active,240.0
